name,span,matches,innings,not_outs,runs,highest_score,average,balls_faced,strike_rate,century,half_century,ducks,country
SR Tendulkar,1990-2012,462.0,451,41,18426,200,44.94,21366,86.23,49,96,19,IND
KC Sangakkara,2000-2015,404.0,380,41,14234,169,41.98,18048,78.86,25,93,15,SL
V Kohli,2008-2023,292.0,280,44,13848,183,58.67,14797,93.58,50,72,16,IND
RT Ponting,1995-2012,375.0,365,39,13704,164,42.03,17046,80.39,30,82,20,AUS
ST Jayasuriya,1990-2011,442.0,430,18,13390,189,32.5,14664,91.31,28,68,34,SL
DPMD Jayawardene,1998-2015,448.0,418,39,12650,144,33.37,16020,78.96,19,77,28,SL
Inzamam-ul-Haq,1991-2007,378.0,350,53,11739,137,39.52,15812,74.24,10,83,20,PAK
JH Kallis,1996-2014,328.0,314,53,11579,139,44.36,15885,72.89,17,86,17,SA
SC Ganguly,1992-2007,311.0,300,23,11363,183,41.02,15416,73.7,22,72,16,IND
R Dravid,1996-2011,344.0,318,40,10889,153,39.16,15285,71.23,12,83,13,IND
MS Dhoni,2004-2019,350.0,297,84,10773,183,50.57,12303,87.56,10,73,10,IND
RG Sharma,2007-2023,262.0,254,36,10709,264,49.12,11644,91.97,31,55,16,IND
CH Gayle,1999-2019,301.0,294,17,10480,215,37.83,12019,87.19,25,54,25,WI
BC Lara,1990-2007,299.0,289,32,10405,169,40.48,13086,79.51,19,63,16,WI
TM Dilshan,1999-2016,330.0,303,41,10290,161,39.27,11933,86.23,22,47,11,SL
Mohammad Yousuf,1998-2010,288.0,273,40,9720,141,41.71,12942,75.1,15,64,15,PAK
AC Gilchrist,1996-2008,287.0,279,11,9619,172,35.89,9922,96.94,16,55,19,AUS
AB de Villiers,2005-2018,228.0,218,39,9577,176,53.5,9473,101.09,25,53,7,SA
S Chanderpaul,1994-2011,268.0,251,40,8778,150,41.6,12408,70.74,11,59,6,WI
Saeed Anwar,1990-2003,240.0,238,18,8724,194,39.65,10809,80.71,20,43,14,PAK
Yuvraj Singh,2000-2017,304.0,278,40,8701,150,36.55,9924,87.67,14,52,18,IND
LRPL Taylor,2006-2022,236.0,220,39,8607,181,47.55,10330,83.32,21,51,9,NZ
MS Atapattu,1990-2007,268.0,259,32,8529,132,37.57,12594,67.72,11,59,13,SL
ME Waugh,1990-2002,237.0,230,20,8369,173,39.85,10900,76.77,18,50,16,AUS
Tamim Iqbal,2007-2023,243.0,240,12,8357,158,36.65,10642,78.52,14,56,19,BAN
V Sehwag,1999-2013,251.0,245,9,8273,219,35.05,7929,104.33,15,38,14,IND
HM Amla,2008-2019,181.0,178,14,8113,159,49.46,9178,88.39,27,39,4,SA
HH Gibbs,1996-2010,248.0,240,16,8094,175,36.13,9721,83.26,21,37,22,SA
Shahid Afridi,1996-2015,398.0,369,27,8064,124,23.57,6892,117.0,6,39,30,PAK
SP Fleming,1994-2007,280.0,269,21,8037,134,32.4,11242,71.49,8,49,17,NZ
MJ Clarke,2003-2015,245.0,223,44,7981,130,44.58,10104,78.98,8,58,10,AUS
Mushfiqur Rahim,2006-2024,271.0,253,42,7792,144,36.92,9771,79.74,9,49,11,BAN
EJG Morgan,2006-2022,248.0,230,34,7701,148,39.29,8447,91.16,14,47,18,IRE
Shakib Al Hasan,2006-2023,247.0,234,31,7570,134,37.29,9138,82.84,9,56,12,BAN
Shoaib Malik,1999-2019,287.0,258,40,7534,143,34.55,9199,81.9,9,44,15,PAK
PA de Silva,1990-2003,240.0,231,24,7532,145,36.38,9162,82.2,11,49,15,SL
MJ Guptill,2009-2022,198.0,195,19,7346,237,41.73,8415,87.29,18,39,16,NZ
Younis Khan,2000-2015,265.0,255,23,7249,144,31.24,9628,75.29,7,48,22,PAK
M Azharuddin,1990-2000,236.0,220,38,7126,153,39.15,9372,76.03,5,51,6,IND
NJ Astle,1995-2007,223.0,217,14,7090,145,34.92,9760,72.64,16,41,19,NZ
GC Smith,2002-2013,197.0,194,10,6989,141,37.98,8648,80.81,10,47,8,SA
WU Tharanga,2005-2019,235.0,223,17,6951,174,33.74,9155,75.92,15,37,17,SL
DA Warner,2009-2023,161.0,159,6,6932,179,45.3,7127,97.26,22,33,4,AUS
MG Bevan,1994-2004,232.0,196,67,6912,108,53.58,9320,74.16,6,46,5,AUS
KS Williamson,2010-2023,165.0,157,17,6810,148,48.64,8368,81.38,13,45,5,NZ
G Kirsten,1993-2003,185.0,185,19,6798,188,40.95,9436,72.04,13,45,11,SA
S Dhawan,2010-2022,167.0,164,10,6793,143,44.11,7436,91.35,17,39,5,IND
A Flower,1992-2003,213.0,208,16,6786,145,35.34,9097,74.59,4,55,13,ZIM
Q de Kock,2013-2023,155.0,155,7,6770,178,45.74,7005,96.64,21,30,4,SA
BRM Taylor,2004-2021,205.0,203,15,6684,145,35.55,8721,76.64,11,39,15,ZIM
Mohammad Hafeez,2003-2019,218.0,216,15,6614,140,32.9,8633,76.61,11,38,19,PAK
GW Flower,1992-2010,221.0,214,18,6571,142,33.52,9723,67.58,6,40,18,ZIM
JE Root,2013-2023,171.0,160,23,6522,133,47.6,7516,86.77,16,39,9,ENG
ML Hayden,1993-2008,161.0,155,15,6133,181,43.8,7767,78.96,10,36,9,AUS
BB McCullum,2002-2016,260.0,228,28,6083,166,30.41,6312,96.37,5,32,20,NZ
JN Rhodes,1992-2003,245.0,220,51,5935,121,35.11,7336,80.9,2,33,12,SA
AD Mathews,2008-2023,226.0,195,48,5916,139,40.24,7136,82.9,3,40,17,SL
RR Sarwan,2000-2013,181.0,169,33,5804,120,42.67,7663,75.74,5,38,8,WI
SR Waugh,1990-2002,245.0,217,39,5770,120,32.41,7620,75.72,3,36,11,AUS
SR Watson,2002-2015,190.0,169,27,5757,185,40.54,6365,90.44,9,33,12,AUS
Babar Azam,2015-2023,117.0,114,13,5729,158,56.72,6455,88.75,19,32,4,PAK
PR Stirling,2008-2024,161.0,154,3,5700,177,37.74,6534,87.23,14,29,13,IRE
H Masakadza,2001-2019,209.0,208,4,5658,178,27.73,7728,73.21,5,34,15,ZIM
SK Raina,2005-2018,226.0,194,35,5615,116,35.31,6005,93.5,5,36,14,IND
MN Samuels,2000-2018,207.0,196,26,5606,133,32.97,7463,75.11,10,30,11,WI
A Ranatunga,1990-1999,189.0,178,34,5579,131,38.74,7071,78.89,4,37,13,SL
WJ Cronje,1992-2000,188.0,175,31,5565,112,38.64,7277,76.47,2,39,8,SA
F du Plessis,2011-2019,143.0,136,20,5507,185,47.47,6215,88.6,12,35,3,SA
SPD Smith,2010-2024,158.0,142,18,5446,164,43.91,6230,87.41,12,33,8,AUS
MEK Hussey,2004-2012,185.0,157,44,5442,109,48.15,6243,87.16,3,39,3,AUS
Ijaz Ahmed,1990-2000,187.0,174,23,5418,139,35.88,6797,79.71,9,32,13,PAK
IR Bell,2004-2015,161.0,157,14,5416,141,37.87,7019,77.16,4,35,6,ENG
AJ Finch,2013-2022,146.0,142,3,5406,153,38.89,6162,87.73,17,30,16,AUS
Mahmudullah,2007-2024,232.0,202,51,5386,128,35.66,7002,76.92,4,28,10,BAN
A Jadeja,1992-2000,196.0,179,36,5359,119,37.47,7678,69.79,6,30,10,IND
DR Martyn,1992-2006,208.0,182,51,5346,144,40.8,6877,77.73,5,37,10,AUS
G Gambhir,2003-2013,147.0,143,11,5238,150,39.68,6144,85.25,11,34,11,IND
ADR Campbell,1992-2003,188.0,184,14,5185,131,30.5,7834,66.18,7,30,11,ZIM
SD Hope,2016-2024,124.0,119,16,5177,170,50.26,6673,77.58,16,25,5,WI
Misbah-ul-Haq,2002-2015,162.0,149,31,5122,96,43.4,6945,73.75,0,42,6,PAK
JP Duminy,2004-2019,199.0,179,40,5117,150,36.81,6052,84.55,4,27,7,SA
PD Collingwood,2001-2011,197.0,181,37,5092,120,35.36,6614,76.98,5,26,7,ENG
A Symonds,1998-2009,198.0,161,33,5088,156,39.75,5504,92.44,6,30,15,AUS
Abdul Razzaq,1996-2011,265.0,228,57,5080,112,29.7,6252,81.25,3,23,14,PAK
JC Buttler,2012-2023,181.0,154,27,5022,162,39.54,4288,117.11,11,26,14,ENG
CL Hooper,1990-2003,188.0,174,33,5003,112,35.48,6455,77.5,6,26,6,WI
SC Williams,2005-2023,156.0,151,20,4986,174,38.06,5751,86.69,8,35,8,ZIM
CL Cairns,1991-2006,215.0,193,25,4950,115,29.46,5874,84.26,4,26,9,NZ
Aamer Sohail,1990-2000,156.0,155,5,4780,134,31.86,7297,65.5,5,31,10,PAK
CD McMillan,1997-2007,197.0,183,16,4707,117,28.18,6198,75.94,3,28,9,NZ
MV Boucher,1998-2011,295.0,221,57,4686,147,28.57,5528,84.76,1,26,16,SA
AJ Stewart,1990-2003,164.0,156,13,4557,116,31.86,6653,68.49,4,27,12,ENG
SB Styris,1999-2011,188.0,161,23,4483,141,32.48,5645,79.41,4,28,9,NZ
DA Miller,2010-2023,173.0,149,43,4458,139,42.05,4315,103.31,6,24,9,SA
KP Pietersen,2004-2013,136.0,125,16,4440,130,40.73,5128,86.58,9,25,7,ENG
CZ Harris,1990-2004,250.0,213,62,4379,130,29.0,6583,66.51,1,16,12,NZ
Saleem Malik,1990-1999,178.0,159,26,4367,102,32.83,6129,71.25,1,31,12,PAK
WTS Porterfield,2006-2022,148.0,145,3,4343,139,30.58,6298,68.95,11,20,12,IRE
E Chigumbura,2004-2018,213.0,198,26,4340,117,25.23,5423,80.02,2,19,17,ZIM
ME Trescothick,2000-2006,123.0,122,6,4335,137,37.37,5087,85.21,12,21,13,ENG
JJ Roy,2015-2023,116.0,110,3,4271,180,39.91,4047,105.53,12,21,11,ENG
AJ Strauss,2003-2011,127.0,126,8,4205,158,35.63,5195,80.94,6,27,9,ENG
RS Mahanama,1990-1999,171.0,157,21,4175,119,30.69,6754,61.81,4,28,12,SL
Sikandar Raza,2013-2024,142.0,134,20,4154,141,36.43,4806,86.43,7,21,3,ZIM
TWM Latham,2012-2023,147.0,134,17,4099,145,35.03,4782,85.71,7,24,11,NZ
RP Arnold,1997-2007,180.0,155,43,3950,103,35.26,5443,72.57,1,28,7,SL
GJ Maxwell,2012-2023,138.0,127,17,3895,201,35.4,3069,126.91,4,23,10,AUS
JM Bairstow,2011-2023,107.0,98,8,3868,141,42.97,3758,102.92,11,17,9,ENG
DJ Cullinan,1993-2000,138.0,133,16,3860,124,32.99,5492,70.28,3,23,10,SA
BKG Mendis,2016-2024,130.0,127,10,3859,122,32.98,4456,86.6,3,29,14,SL
LD Chandimal,2010-2022,157.0,142,21,3854,111,31.85,5191,74.24,4,24,11,SL
GA Hick,1991-2001,120.0,118,15,3846,126,37.33,5191,74.08,5,27,10,ENG
Rahmat Shah,2013-2024,111.0,107,4,3730,114,36.21,5220,71.45,5,28,5,AFG
RS Kaluwitharana,1990-2004,189.0,181,14,3711,102,22.22,4776,77.7,2,23,24,SL
NV Knight,1996-2003,100.0,100,10,3637,125,40.41,5085,71.52,5,25,6,ENG
KJ O'Brien,2006-2021,153.0,141,18,3619,142,29.42,4076,88.78,2,18,6,IRE
L Klusener,1996-2004,171.0,137,50,3576,103,41.1,3977,89.91,2,19,13,SA
HP Tillakaratne,1990-2003,183.0,152,35,3547,104,30.31,6101,58.13,2,12,9,SL
SM Pollock,1996-2008,303.0,205,72,3519,130,26.45,4059,86.69,1,14,20,SA
Fakhar Zaman,2017-2023,82.0,81,6,3492,210,46.56,3737,93.44,11,16,6,PAK
Mohammad Ashraful,2001-2013,177.0,169,13,3468,109,22.23,4947,70.1,3,20,14,BAN
MA Taylor,1990-1997,111.0,108,1,3466,105,32.39,5833,59.42,1,28,4,AUS
BA Stokes,2011-2023,114.0,99,15,3463,182,41.22,3619,95.68,5,24,7,ENG
Mohammad Nabi,2009-2024,161.0,142,15,3447,136,27.14,3979,86.62,2,16,6,AFG
SO Tikolo,1996-2014,135.0,130,12,3428,111,29.05,4524,75.77,3,24,13,KENYA
HH Dippenaar,1999-2007,107.0,95,14,3421,125,42.23,5047,67.78,4,26,4,SA
A Flintoff,1999-2009,141.0,122,16,3394,123,32.01,3821,88.82,3,18,9,ENG
T Taibu,2001-2012,150.0,137,21,3393,107,29.25,5020,67.58,2,22,16,ZIM
CR Ervine,2010-2024,119.0,115,13,3376,130,33.09,4437,76.08,4,20,11,ZIM
DC Boon,1990-1995,100.0,98,15,3328,102,40.09,5254,63.34,3,22,2,AUS
AC Parore,1992-2002,179.0,161,32,3314,108,25.68,4867,68.09,1,14,19,NZ
NS Sidhu,1990-1998,104.0,98,7,3270,134,35.93,4747,68.88,5,21,7,IND
Moin Khan,1990-2004,219.0,183,41,3266,72,23.0,4017,81.3,0,12,17,PAK
MDKJ Perera,2013-2023,116.0,111,5,3237,135,30.53,3485,92.88,6,17,12,SL
Kamran Akmal,2002-2017,157.0,138,14,3236,124,26.09,3855,83.94,5,10,10,PAK
Wasim Akram,1990-2003,270.0,221,44,3223,86,18.2,3708,86.92,0,6,21,PAK
AN Cook,2006-2014,92.0,92,4,3204,137,36.4,4154,77.13,5,19,7,ENG
HDRL Thirimanne,2010-2019,127.0,106,14,3194,139,34.71,4419,72.27,4,21,7,SL
Umar Akmal,2009-2019,121.0,110,17,3194,102,34.34,3712,86.04,2,20,8,PAK
KJ Coetzer,2008-2023,89.0,87,5,3192,156,38.92,3875,82.37,5,21,8,SCOT
Imam-ul-Haq,2017-2023,72.0,71,6,3138,151,48.27,3801,82.55,9,20,3,PAK
BJ Haddin,2001-2015,126.0,115,16,3122,110,31.53,3706,84.24,2,16,2,AUS
DM Bravo,2009-2022,122.0,117,14,3109,124,30.18,4434,70.11,4,18,9,WI
DS Lehmann,1996-2005,117.0,101,22,3078,119,38.96,3784,81.34,4,17,4,AUS
GJ Bailey,2012-2016,90.0,85,10,3044,156,40.58,3645,83.51,3,22,3,AUS
CS MacLeod,2008-2022,88.0,86,7,3026,175,38.3,3756,80.56,10,13,9,SCOT
DM Jones,1990-1994,80.0,79,10,3024,145,43.82,4334,69.77,4,23,4,AUS
A Balbirnie,2010-2024,108.0,102,8,3008,145,32.0,4021,74.8,8,16,7,IRE
Ramiz Raja,1990-1997,100.0,100,10,3001,119,33.34,4822,62.23,7,12,8,PAK
V Sibanda,2003-2016,127.0,126,4,2994,116,24.54,4716,63.48,2,21,14,ZIM
DJ Bravo,2004-2014,164.0,141,24,2968,112,25.36,3606,82.3,2,10,11,WI
RD Berrington,2008-2024,115.0,109,13,2962,127,30.85,3993,74.17,4,18,5,SCOT
AM Rahane,2011-2018,90.0,87,3,2962,111,35.26,3767,78.63,3,24,6,IND
AP Gurusinha,1990-1996,110.0,106,4,2947,117,28.89,4675,63.03,2,15,7,SL
HH Streak,1993-2005,189.0,159,55,2943,79,28.29,4008,73.42,0,13,6,ZIM
PV Simmons,1991-1999,118.0,113,10,2888,122,28.03,4344,66.48,4,13,14,WI
WW Hinds,1999-2010,119.0,111,10,2880,127,28.51,4393,65.55,5,14,8,WI
KL Rahul,2016-2023,75.0,70,14,2820,112,50.35,3211,87.82,7,18,2,IND
IJL Trott,2009-2013,68.0,65,10,2819,137,51.25,3658,77.06,4,22,5,ENG
SE Marsh,2008-2019,73.0,72,4,2773,151,40.77,3406,81.41,7,15,3,AUS
RA Jadeja,2009-2023,197.0,132,47,2756,87,32.42,3240,85.06,0,13,6,IND
M Kaif,2002-2006,125.0,110,24,2753,111,32.01,3822,72.03,2,17,8,IND
SV Carlisle,1995-2005,111.0,107,8,2740,121,27.67,4325,63.35,3,9,11,ZIM
Mohammad Shahzad,2009-2019,84.0,84,3,2727,131,33.66,3082,88.48,6,14,4,AFG
Salman Butt,2004-2010,78.0,78,4,2725,136,36.82,3572,76.28,8,14,15,PAK
RB Richardson,1990-1996,104.0,99,14,2718,122,31.97,4085,66.53,3,16,1,WI
RG Twose,1995-2001,87.0,81,11,2717,103,38.81,3603,75.4,1,20,5,NZ
KA Pollard,2007-2022,123.0,113,9,2706,119,26.01,2866,94.41,3,13,15,WI
GJ Whittall,1993-2003,147.0,142,22,2705,83,22.54,4011,67.43,0,11,12,ZIM
RS Bopara,2007-2015,120.0,109,21,2695,101,30.62,3462,77.84,1,14,4,ENG
MR Marsh,2011-2023,89.0,85,11,2672,177,36.1,2778,96.18,3,18,7,AUS
EC Joyce,2006-2018,78.0,77,8,2622,160,38.0,3630,72.23,6,15,5,IRE
Ahmed Shehzad,2009-2017,81.0,81,1,2605,124,32.56,3614,72.08,6,14,7,PAK
NJ O'Brien,2006-2018,103.0,101,9,2581,109,28.05,3638,70.94,1,18,3,IRE
Litton Das,2015-2024,91.0,90,8,2563,176,31.25,2958,86.64,5,12,14,BAN
AC Hudson,1991-1997,89.0,88,1,2559,161,29.41,3960,64.62,2,18,6,SA
VG Kambli,1991-2000,104.0,97,21,2477,106,32.59,3443,71.94,2,14,4,IND
CJ Chibhabha,2005-2023,109.0,109,2,2474,99,23.12,3913,63.22,0,16,8,ZIM
Imrul Kayes,2008-2018,78.0,78,2,2434,144,32.02,3423,71.1,4,16,2,BAN
JDP Oram,2001-2012,160.0,116,15,2434,101,24.09,2810,86.61,1,13,8,NZ
Asghar Afghan,2009-2021,114.0,108,10,2424,101,24.73,3630,66.77,1,12,7,AFG
TM Odoyo,1996-2014,136.0,119,16,2420,111,23.49,3438,70.38,1,8,13,KENYA
AD Hales,2014-2019,70.0,67,3,2419,171,37.79,2527,95.72,6,14,5,ENG
L Vincent,2001-2007,102.0,99,10,2413,172,27.11,3453,69.88,3,11,8,NZ
TM Head,2016-2024,65.0,62,5,2397,152,42.05,2337,102.56,5,16,3,AUS
SS Iyer,2017-2023,59.0,54,6,2383,128,49.64,2353,101.27,5,18,1,IND
GP Thorpe,1993-2002,82.0,77,13,2380,89,37.18,3344,71.17,0,21,3,ENG
HE van der Dussen,2019-2023,62.0,56,11,2360,134,52.44,2706,87.21,6,14,2,SA
MM Ali,2014-2023,138.0,112,15,2355,128,24.27,2399,98.16,3,6,6,ENG
KR Rutherford,1990-1995,87.0,82,8,2341,108,31.63,3471,67.44,2,12,5,NZ
VVS Laxman,1998-2006,86.0,83,7,2338,131,30.76,3282,71.23,6,10,3,IND
NLTC Perera,2009-2021,166.0,133,16,2338,140,19.98,2086,112.08,1,10,11,SL
N Hussain,1990-2003,87.0,86,10,2330,115,30.65,3469,67.16,1,16,6,ENG
RR Singh,1996-2001,134.0,111,22,2323,100,26.1,3125,74.33,1,9,5,IND
Sarfaraz Ahmed,2007-2021,117.0,91,22,2315,105,33.55,2635,87.85,2,11,1,PAK
DL Haynes,1990-1994,69.0,69,6,2310,115,36.66,3800,60.78,1,22,8,WI
SL Campbell,1994-2001,90.0,87,0,2283,105,26.24,3853,59.25,2,14,9,WI
Shubman Gill,2019-2023,44.0,44,7,2271,208,61.37,2195,103.46,6,13,1,IND
DL Vettori,1997-2015,295.0,187,57,2253,83,17.33,2715,82.98,0,4,23,NZ
MD Crowe,1990-1995,61.0,60,10,2249,107,44.98,3186,70.59,3,17,1,NZ
JO Holder,2013-2023,138.0,114,24,2237,99,24.85,2479,90.23,0,12,11,WI
Hashmatullah Shahidi,2013-2024,78.0,78,13,2225,97,34.23,3243,68.6,0,21,5,AFG
P Nissanka,2021-2024,55.0,55,5,2225,210,44.5,2446,90.96,6,13,4,SL
S Matsikenyeri,2002-2015,113.0,110,9,2224,90,22.01,3072,72.39,0,13,8,ZIM
JC Adams,1992-2001,127.0,105,28,2204,82,28.62,3614,60.98,0,14,7,WI
Shahriar Nafees,2005-2011,75.0,75,5,2201,123,31.44,3167,69.49,4,13,11,BAN
D Ramdin,2005-2016,139.0,110,22,2200,169,25.0,2738,80.35,2,8,4,WI
Habibul Bashar,1995-2007,111.0,105,5,2168,78,21.68,3586,60.45,0,14,18,BAN
AK Markram,2017-2023,68.0,65,7,2121,175,36.56,2158,98.28,3,10,4,SA
RA Smith,1990-1996,61.0,60,6,2107,167,39.01,3062,68.81,4,12,3,ENG
Mohammad Rizwan,2015-2023,74.0,67,15,2088,131,40.15,2325,89.8,3,13,2,PAK
RL Powell,1999-2005,109.0,100,16,2085,124,24.82,2157,96.66,1,8,8,WI
CL White,2005-2018,91.0,77,16,2072,105,33.96,2586,80.12,2,11,4,AUS
GC Wilson,2007-2019,105.0,99,12,2072,113,23.81,2880,71.94,1,12,6,IRE
Najibullah Zadran,2012-2023,92.0,84,13,2060,104,29.01,2312,89.1,1,15,4,AFG
HM Nicholls,2015-2023,75.0,73,15,2056,124,35.44,2536,81.07,1,15,6,NZ
CO Obuya,2001-2014,104.0,89,9,2044,98,25.55,2981,68.56,0,11,6,KENYA
Javed Miandad,1990-1996,75.0,65,9,2038,115,36.39,3290,61.94,2,13,3,PAK
Yasir Hameed,2003-2007,56.0,56,1,2028,127,36.87,3029,66.95,3,12,2,PAK
WPUJC Vaas,1994-2008,322.0,220,72,2025,50,13.68,2796,72.42,0,1,25,SL
KO Otieno,1996-2009,90.0,87,1,2016,144,23.44,3561,56.61,2,12,12,KENYA
Soumya Sarkar,2014-2024,69.0,64,4,2012,169,33.53,2064,97.48,3,12,8,BAN
A Vala,2014-2023,66.0,66,1,2003,104,30.81,2892,69.26,1,12,5,PNG
MH Cross,2014-2024,93.0,85,2,1988,114,23.95,2805,70.87,2,10,3,SCOT
N Pooran,2019-2023,61.0,58,8,1983,118,39.66,2000,99.15,3,11,3,WI
MP Vaughan,2001-2007,86.0,83,10,1982,90,27.15,2898,68.39,0,16,9,ENG
GD Elliott,2008-2016,83.0,69,11,1976,115,34.06,2416,81.78,2,11,6,NZ
A Bagai,2003-2013,62.0,60,8,1964,137,37.76,2995,65.57,2,16,2,CAN
LMP Simmons,2006-2015,68.0,65,3,1958,122,31.58,2680,73.05,2,16,9,WI
Aftab Ahmed,2004-2010,85.0,85,6,1954,92,24.73,2353,83.04,0,14,8,BAN
KIC Asalanka,2021-2024,59.0,52,8,1918,110,43.59,2136,89.79,3,12,3,SL
Imran Nazir,1999-2009,79.0,79,2,1895,160,24.61,2339,81.01,2,9,10,PAK
SV Manjrekar,1990-1996,67.0,64,8,1895,105,33.83,2965,63.91,1,14,2,IND
DJG Sammy,2004-2015,126.0,105,30,1871,89,24.94,1870,100.05,0,9,4,WI
MS Wade,2012-2021,97.0,83,12,1867,100,26.29,2288,81.59,1,11,5,AUS
DM de Silva,2016-2023,90.0,82,10,1865,93,25.9,2373,78.59,0,10,4,SL
RD Jacobs,1996-2004,147.0,112,32,1865,80,23.31,2662,70.06,0,9,11,WI
NH Fairbrother,1991-1999,64.0,60,16,1860,113,42.27,2568,72.42,1,14,2,ENG
E Lewis,2016-2021,57.0,54,4,1847,176,36.94,2226,82.97,4,10,3,WI
Azhar Ali,2011-2018,53.0,53,3,1845,102,36.9,2478,74.45,3,12,3,PAK
OA Shah,2001-2009,71.0,66,6,1834,107,30.56,2331,78.67,1,12,6,ENG
MW Goodwin,1998-2000,71.0,70,3,1818,112,27.13,2654,68.5,2,8,1,ZIM
Khaled Mashud,1995-2006,126.0,110,27,1818,71,21.9,3315,54.84,0,7,8,BAN
AT Carey,2018-2023,72.0,66,11,1814,106,32.98,2052,88.4,1,8,4,AUS
Samiullah Shinwari,2009-2019,84.0,74,12,1811,96,29.2,2765,65.49,0,11,1,AFG
DJ Hussey,2008-2013,69.0,61,6,1796,111,32.65,1980,90.7,1,14,4,AUS
MA Atherton,1990-1998,54.0,54,3,1791,127,35.11,3054,58.64,2,12,4,ENG
Mashrafe Mortaza,2001-2020,220.0,158,28,1787,51,13.74,2041,87.55,0,1,15,BAN
MJ Greatbatch,1990-1996,68.0,67,2,1775,111,27.3,2545,69.74,2,10,6,NZ
V Aravind,2019-2024,57.0,57,3,1770,115,32.77,2535,69.82,2,9,6,UAE
HH Pandya,2016-2023,86.0,61,9,1769,92,34.01,1603,110.35,0,11,4,IND
KD Karthik,2004-2019,94.0,79,21,1752,79,30.2,2392,73.24,0,9,6,IND
Haris Sohail,2013-2023,45.0,44,5,1749,130,44.84,2046,85.48,2,14,1,PAK
HT Tector,2020-2024,45.0,41,6,1747,140,49.91,2080,83.99,5,11,3,IRE
HG Munsey,2017-2024,56.0,55,9,1734,103,37.69,2119,81.83,1,12,3,SCOT
H Klaasen,2018-2023,54.0,50,7,1723,174,40.06,1496,115.17,4,6,2,SA
Imran Farhat,2001-2013,58.0,58,2,1719,107,30.69,2489,69.06,1,13,3,PAK
CB Wishart,1996-2005,90.0,82,8,1719,172,23.22,2436,70.56,2,5,8,ZIM
Rashid Latif,1992-2003,166.0,117,29,1709,79,19.42,2237,76.39,0,3,8,PAK
DA Gunawardene,1998-2006,61.0,61,1,1708,132,28.46,2389,71.49,1,12,5,SL
AT Rayudu,2013-2019,55.0,50,14,1694,124,47.05,2143,79.04,3,10,3,IND
ND McKenzie,2000-2009,64.0,55,10,1688,131,37.51,2432,69.4,2,10,2,SA
NC Johnson,1998-2000,48.0,48,2,1679,132,36.5,2389,70.28,4,11,2,ZIM
MG Erasmus,2019-2024,44.0,43,4,1678,125,43.02,2104,79.75,2,13,3,NAM
KLT Arthurton,1990-1999,92.0,83,18,1674,84,25.75,2376,70.45,0,8,11,WI
BA Young,1990-1999,74.0,73,5,1668,74,24.52,2733,61.03,0,9,5,NZ
M Labuschagne,2020-2024,52.0,47,3,1656,124,37.63,1994,83.04,2,11,2,AUS
IA Healy,1990-1997,147.0,107,32,1648,56,21.97,1951,84.46,0,4,9,AUS
AR Border,1990-1994,79.0,71,15,1627,86,29.05,2147,75.78,0,7,3,AUS
UDU Chandana,1994-2007,147.0,111,17,1627,89,17.3,2229,72.99,0,5,8,SL
KC Wessels,1991-1994,55.0,54,4,1627,90,32.54,3143,51.76,0,12,0,SA
CK Kapugedera,2006-2017,102.0,84,7,1624,95,21.09,2254,72.04,0,8,7,SL
N Dickwella,2014-2022,55.0,52,1,1604,116,31.45,1717,93.41,2,9,1,SL
MD Gunathilaka,2015-2022,47.0,46,1,1601,133,35.57,1844,86.82,2,11,1,SL
LPC Silva,1999-2011,75.0,62,7,1587,107,28.85,2254,70.4,1,13,6,SL
RK Paudel,2018-2024,61.0,58,5,1586,126,29.92,2127,74.56,1,9,5,NEP
SC Williams,1994-1999,57.0,55,6,1586,105,32.36,2402,66.02,1,12,6,WI
M Prabhakar,1990-1996,95.0,76,14,1579,102,25.46,2609,60.52,1,11,6,IND
Saleem Elahi,1995-2004,48.0,47,4,1579,135,36.72,2214,71.31,4,9,3,PAK
DJ Mitchell,2021-2023,39.0,35,5,1577,134,52.56,1608,98.07,6,5,0,NZ
DR Smith,2004-2015,105.0,89,5,1560,97,18.57,1683,92.69,0,8,14,WI
AH Jones,1990-1995,59.0,59,5,1555,93,28.79,2815,55.23,0,10,3,NZ
UT Khawaja,2013-2019,40.0,39,2,1554,104,42.0,1848,84.09,2,12,2,AUS
IK Pathan,2004-2012,120.0,87,21,1544,83,23.39,1941,79.54,0,5,7,IND
RN ten Doeschate,2006-2011,33.0,32,9,1541,119,67.0,1757,87.7,5,9,1,NED
J Charles,2012-2023,58.0,58,0,1537,130,26.5,1803,85.24,2,7,9,WI
CR Woakes,2011-2023,122.0,88,24,1524,95,23.81,1710,89.12,0,6,8,ENG
Azhar Mahmood,1996-2007,143.0,110,26,1521,67,18.1,1988,76.5,0,3,9,PAK
RS Morton,2002-2010,56.0,51,6,1519,110,33.75,2289,66.36,2,10,7,WI
SO Hetmyer,2017-2023,53.0,50,3,1515,139,32.23,1449,104.55,5,4,3,WI
T Bavuma,2016-2023,38.0,37,4,1512,144,45.81,1698,89.04,5,4,2,SA
SA Edwards,2018-2024,51.0,47,8,1512,86,38.76,1675,90.26,0,15,3,NED
JM Kemp,2001-2007,85.0,66,18,1512,100,31.5,1819,83.12,1,10,6,SA
RD Shah,1998-2007,56.0,55,1,1506,113,27.88,2298,65.53,1,12,5,KENYA
